ingredient_id,old_price,new_price,supplier,date,category,percentage_change,min_price,max_price,total_variation,price_progression,id,created_date,updated_date,created_by_id,created_by,is_sample
"684c02b4891c8dfdffa1862a","null","1.65","BRASILIA ALIMENTOS LTDA","2025-05-27","Cereais e derivados","null","null","null","null","[]","684c02b4ce1a5c4bb28d5fc0","2025-06-13T10:51:32.688000","2025-06-13T10:51:32.688000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe3e2cff4fc79142bf2b","0","12.5","ABATEDOURO DE AVES CALIFORNIA LTDA","2025-04-03","Carnes e derivados","null","null","null","null","[]","684c02b660647d247b553ef2","2025-06-13T10:51:34.445000","2025-06-13T10:51:34.445000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe34db03f8ffb28977ee","17.5","17.3","ABATEDOURO DE AVES CALIFORNIA LTDA","2025-04-03","Carnes e derivados","null","null","null","null","[]","684c02b7b60fe3a1a47e1039","2025-06-13T10:51:35.743000","2025-06-13T10:51:35.743000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe28943203651ae5a925","0","29","FRIGORIFICO VALE DO PARAISO LTDA","2025-03-21","Carnes e derivados","null","null","null","null","[]","684c02b960647d247b553efa","2025-06-13T10:51:37.545000","2025-06-13T10:51:37.545000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe3260647d247b5533ec","0","34.5","FRIGORIFICO VALE DO PARAISO LTDA","2025-04-01","Carnes e derivados","null","null","null","null","[]","684c02bb60647d247b553f08","2025-06-13T10:51:39.474000","2025-06-13T10:51:39.474000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe1fce1a5c4bb28d4738","0","29.37","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-03-25","Temperos e condimentos","null","null","null","null","[]","684c02bd60647d247b553f11","2025-06-13T10:51:41.241000","2025-06-13T10:51:41.241000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe1fce1a5c4bb28d473b","0","25.23","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-04","Carnes e derivados","null","null","null","null","[]","684c02be46210cc96783c25d","2025-06-13T10:51:42.959000","2025-06-13T10:51:42.959000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684c02c060647d247b553f20","null","30.23","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-06","Verduras e hortaliças","null","null","null","null","[]","684c02c160647d247b553f24","2025-06-13T10:51:45.410000","2025-06-13T10:51:45.410000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe24fede6d0d2bb1ee96","0","6.78","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-06","Temperos e condimentos","null","null","null","null","[]","684c02c32dc14aaed82a5214","2025-06-13T10:51:47.896000","2025-06-13T10:51:47.896000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe33891c8dfdffa1746a","0","9.38","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-30","Gorduras e óleos","null","null","null","null","[]","684c02c502847f2ede819aa9","2025-06-13T10:51:49.699000","2025-06-13T10:51:49.699000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe34db03f8ffb28977ee","17.3","16.79","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-03-27","Carnes e derivados","null","null","null","null","[]","684c02c6ce1a5c4bb28d603f","2025-06-13T10:51:50.992000","2025-06-13T10:51:50.992000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe33891c8dfdffa1746a","9.38","15.6","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-03-27","Gorduras e óleos","null","null","null","null","[]","684c02c8fede6d0d2bb2079d","2025-06-13T10:51:52.285000","2025-06-13T10:51:52.285000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe208e7a40c69f0fe646","0","13.55","BATATAS PREMIUM LTDA","2025-04-01","Verduras e hortaliças","null","null","null","null","[]","684c02cab60fe3a1a47e10ae","2025-06-13T10:51:54.107000","2025-06-13T10:51:54.107000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe292cff4fc79142bf0f","0","14.79","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-30","Laticínios","null","null","null","null","[]","684c02cbb60fe3a1a47e10bc","2025-06-13T10:51:55.846000","2025-06-13T10:51:55.846000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe292cff4fc79142bf0f","14.79","15.4","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-04-10","Laticínios","null","null","null","null","[]","684c02cdce1a5c4bb28d6112","2025-06-13T10:51:57.138000","2025-06-13T10:51:57.138000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe2b60647d247b5533be","0","7.35","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-11","Temperos e condimentos","null","null","null","null","[]","684c02ce60647d247b553f63","2025-06-13T10:51:58.895000","2025-06-13T10:51:58.895000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe2a60647d247b5533bb","0","6.85","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-04-16","Cereais e derivados","null","null","null","null","[]","684c02d0fede6d0d2bb207ce","2025-06-13T10:52:00.699000","2025-06-13T10:52:00.699000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe2a60647d247b5533bb","6.85","5.52","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-04","Cereais e derivados","null","null","null","null","[]","684c02d2767c7d82725a79a0","2025-06-13T10:52:02.231000","2025-06-13T10:52:02.231000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe36fede6d0d2bb1eef9","0","4.87","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-30","Temperos e condimentos","null","null","null","null","[]","684c02d491bc1cbe81651a1a","2025-06-13T10:52:04.062000","2025-06-13T10:52:04.062000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe37ce1a5c4bb28d4797","0","7.61","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-04-01","Gorduras e óleos","null","null","null","null","[]","684c02d5fede6d0d2bb207f5","2025-06-13T10:52:05.988000","2025-06-13T10:52:05.988000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe37ce1a5c4bb28d4797","7.61","7.77","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-11","Gorduras e óleos","null","null","null","null","[]","684c02d7891c8dfdffa186b6","2025-06-13T10:52:07.346000","2025-06-13T10:52:07.346000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe37ce1a5c4bb28d4797","7.77","7.77","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-06","Gorduras e óleos","null","null","null","null","[]","684c02d8fede6d0d2bb207fe","2025-06-13T10:52:08.666000","2025-06-13T10:52:08.666000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe3db60fe3a1a47dfd62","0","1.69","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-06","Temperos e condimentos","null","null","null","null","[]","684c02dace1a5c4bb28d61d0","2025-06-13T10:52:10.460000","2025-06-13T10:52:10.460000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe34db03f8ffb28977ee","16.79","17.9","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-04-10","Carnes e derivados","null","null","null","null","[]","684c02db1e9ecabec4a49b41","2025-06-13T10:52:11.742000","2025-06-13T10:52:11.742000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe302cff4fc79142bf26","0","5.38","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-11","Laticínios","null","null","null","null","[]","684c02ddb60fe3a1a47e116e","2025-06-13T10:52:13.482000","2025-06-13T10:52:13.482000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe302cff4fc79142bf26","5.38","4.98","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-04-24","Laticínios","null","null","null","null","[]","684c02de8e7a40c69f0ff44f","2025-06-13T10:52:14.798000","2025-06-13T10:52:14.798000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe302cff4fc79142bf26","4.98","4.99","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-09","Laticínios","null","null","null","null","[]","684c02e0b60fe3a1a47e1179","2025-06-13T10:52:16.184000","2025-06-13T10:52:16.184000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe302cff4fc79142bf26","4.99","5.21","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-30","Laticínios","null","null","null","null","[]","684c02e18e7a40c69f0ff467","2025-06-13T10:52:17.566000","2025-06-13T10:52:17.566000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe35767c7d82725a74dd","0","12.76","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-09","Verduras e hortaliças","null","null","null","null","[]","684c02e3fede6d0d2bb2082d","2025-06-13T10:52:19.362000","2025-06-13T10:52:19.362000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe35767c7d82725a74dd","12.76","12.74","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-06","Verduras e hortaliças","null","null","null","null","[]","684c02e4943203651ae5ad40","2025-06-13T10:52:20.630000","2025-06-13T10:52:20.630000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe21fede6d0d2bb1ee80","0","13.02","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-04-16","Verduras e hortaliças","null","null","null","null","[]","684c02e6ce1a5c4bb28d622b","2025-06-13T10:52:22.397000","2025-06-13T10:52:22.397000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe3e2cff4fc79142bf2b","12.5","12.76","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-04-16","Carnes e derivados","null","null","null","null","[]","684c02e7891c8dfdffa186ec","2025-06-13T10:52:23.832000","2025-06-13T10:52:23.832000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe34db03f8ffb28977ee","17.9","16.79","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-04-16","Carnes e derivados","null","null","null","null","[]","684c02e92cff4fc79142c721","2025-06-13T10:52:25.126000","2025-06-13T10:52:25.126000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684c02ea943203651ae5ad4f","null","3.33","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-04-24","Açúcares e adoçantes","null","null","null","null","[]","684c02ebfede6d0d2bb20872","2025-06-13T10:52:27.377000","2025-06-13T10:52:27.377000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684c02edb60fe3a1a47e11bb","null","6.91","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-30","Bebidas","null","null","null","null","[]","684c02ed2cff4fc79142c729","2025-06-13T10:52:29.623000","2025-06-13T10:52:29.623000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe37891c8dfdffa17485","0","29.58","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-09","Temperos e condimentos","null","null","null","null","[]","684c02efb60fe3a1a47e11ca","2025-06-13T10:52:31.479000","2025-06-13T10:52:31.479000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe29b60fe3a1a47dfd0d","0","34.99","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-09","Carnes e derivados","null","null","null","null","[]","684c02f1b60fe3a1a47e11dc","2025-06-13T10:52:33.275000","2025-06-13T10:52:33.275000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe2b891c8dfdffa17447","0","4.11","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-06","Cereais e derivados","null","null","null","null","[]","684c02f360647d247b553ffb","2025-06-13T10:52:35.226000","2025-06-13T10:52:35.226000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684c02f4891c8dfdffa1871e","null","6.1","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-09","Temperos e condimentos","null","null","null","null","[]","684c02f5ce1a5c4bb28d627a","2025-06-13T10:52:37.363000","2025-06-13T10:52:37.363000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe3b8e7a40c69f0fe678","0","20.7","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-05-30","Carnes e derivados","null","null","null","null","[]","684c02f7891c8dfdffa18727","2025-06-13T10:52:39.229000","2025-06-13T10:52:39.229000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684c02f9ce1a5c4bb28d629b","null","42.82","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-04","Carnes e derivados","null","null","null","null","[]","684c02f9fede6d0d2bb208b6","2025-06-13T10:52:41.621000","2025-06-13T10:52:41.621000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe3d767c7d82725a74fc","0","7.95","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-04","Temperos e condimentos","null","null","null","null","[]","684c02fb8e7a40c69f0ff4b7","2025-06-13T10:52:43.543000","2025-06-13T10:52:43.543000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe232cff4fc79142beea","0","20.93","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-06","Carnes e derivados","null","null","null","null","[]","684c02fd891c8dfdffa18748","2025-06-13T10:52:45.316000","2025-06-13T10:52:45.316000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe1efede6d0d2bb1ee6c","0","7.65","BISPO DIST DE PRODUT ALIMENTICIOS EIRELI","2025-06-11","Cereais e derivados","null","null","null","null","[]","684c02fffede6d0d2bb208d8","2025-06-13T10:52:47.120000","2025-06-13T10:52:47.120000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe2a02847f2ede8192e6","0","17.25","VZ INDUSTRIA DE ALIMENTOS LTDA","2025-06-06","Verduras e hortaliças","null","null","null","null","[]","684c030060647d247b55401d","2025-06-13T10:52:48.940000","2025-06-13T10:52:48.940000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe22ce1a5c4bb28d4754","0","15.8","VZ INDUSTRIA DE ALIMENTOS LTDA","2025-06-06","Verduras e hortaliças","null","null","null","null","[]","684c0302767c7d82725a79dc","2025-06-13T10:52:50.959000","2025-06-13T10:52:50.959000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe282cff4fc79142bf09","0","16","VZ INDUSTRIA DE ALIMENTOS LTDA","2025-06-02","Verduras e hortaliças","null","null","null","null","[]","684c0304ce1a5c4bb28d62d4","2025-06-13T10:52:52.761000","2025-06-13T10:52:52.761000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe3102847f2ede8192fb","18.65","15.65","CAMARI CARNES E CONSERVAS LTDA","2025-05-05","Carnes e derivados","null","null","null","null","[]","684c0306b60fe3a1a47e1225","2025-06-13T10:52:54.088000","2025-06-13T10:52:54.088000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe3ab60fe3a1a47dfd54","0","27.05","CAMARI CARNES E CONSERVAS LTDA","2025-05-20","Carnes e derivados","null","null","null","null","[]","684c03071e9ecabec4a49b54","2025-06-13T10:52:55.950000","2025-06-13T10:52:55.950000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe272dc14aaed82a5011","0","26.25","CAMARI CARNES E CONSERVAS LTDA","2025-05-23","Carnes e derivados","null","null","null","null","[]","684c0309ce1a5c4bb28d62f6","2025-06-13T10:52:57.733000","2025-06-13T10:52:57.733000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe31767c7d82725a74d0","0","21.55","CAMARI CARNES E CONSERVAS LTDA","2025-04-28","Carnes e derivados","null","null","null","null","[]","684c030b891c8dfdffa18764","2025-06-13T10:52:59.530000","2025-06-13T10:52:59.530000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe39b60fe3a1a47dfd51","0","17.3","CAMARI CARNES E CONSERVAS LTDA","2025-05-20","Carnes e derivados","null","null","null","null","[]","684c030d891c8dfdffa18770","2025-06-13T10:53:01.330000","2025-06-13T10:53:01.330000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe2db60fe3a1a47dfd26","0","20.22","CAMARI CARNES E CONSERVAS LTDA","2025-05-27","Carnes e derivados","null","null","null","null","[]","684c030f8e7a40c69f0ff4ee","2025-06-13T10:53:03.116000","2025-06-13T10:53:03.116000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe1c8e7a40c69f0fe62a","24.59","28.51","MINERVA S A","2025-04-15","Carnes e derivados","null","null","null","null","[]","684c0310fede6d0d2bb20937","2025-06-13T10:53:04.439000","2025-06-13T10:53:04.439000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe2f2cff4fc79142bf1f","0","31.35","MINERVA S A","2025-04-15","Carnes e derivados","null","null","null","null","[]","684c0312ce1a5c4bb28d6337","2025-06-13T10:53:06.246000","2025-06-13T10:53:06.246000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe28943203651ae5a925","29","34.08","MINERVA S A","2025-04-15","Carnes e derivados","null","null","null","null","[]","684c0313ce1a5c4bb28d6343","2025-06-13T10:53:07.581000","2025-06-13T10:53:07.581000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe33891c8dfdffa17463","0","6.5","MARTA ELAINE OLIVEIRA MASSONI - EPP","2025-05-29","Verduras e hortaliças","null","null","null","null","[]","684c031502847f2ede819b51","2025-06-13T10:53:09.357000","2025-06-13T10:53:09.357000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe34db03f8ffb28977ee","16.79","16.99","BIUNESSA & GAZZOTTI DISTRIBUIDORA DE ALIMENTOS LTDA","2025-04-11","Carnes e derivados","null","null","null","null","[]","684c0316ce1a5c4bb28d6357","2025-06-13T10:53:10.659000","2025-06-13T10:53:10.659000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe24fede6d0d2bb1ee96","6.78","5.86","P.S.G INDUSTRIA E COMERCIO LTDA","2025-05-05","Temperos e condimentos","null","null","null","null","[]","684c0319ce1a5c4bb28d6364","2025-06-13T10:53:13.129000","2025-06-13T10:53:13.129000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe24fede6d0d2bb1ee96","5.86","7.93","P.S.G INDUSTRIA E COMERCIO LTDA","2025-05-14","Temperos e condimentos","null","null","null","null","[]","684c031a02847f2ede819b7e","2025-06-13T10:53:14.495000","2025-06-13T10:53:14.495000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe36fede6d0d2bb1eef9","4.87","4.73","P.S.G INDUSTRIA E COMERCIO LTDA","2025-05-14","Temperos e condimentos","null","null","null","null","[]","684c031bce1a5c4bb28d637a","2025-06-13T10:53:15.788000","2025-06-13T10:53:15.788000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe262dc14aaed82a500b","0","37.84","P.S.G INDUSTRIA E COMERCIO LTDA","2025-05-14","Temperos e condimentos","null","null","null","null","[]","684c031dce1a5c4bb28d638b","2025-06-13T10:53:17.548000","2025-06-13T10:53:17.548000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe2b891c8dfdffa17447","4.11","6.06","P.S.G INDUSTRIA E COMERCIO LTDA","2025-06-05","Cereais e derivados","null","null","null","null","[]","684c031efede6d0d2bb209a5","2025-06-13T10:53:18.914000","2025-06-13T10:53:18.914000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
"684bfe29891c8dfdffa17437","0","246.24","P.S.G INDUSTRIA E COMERCIO LTDA","2025-05-29","Temperos e condimentos","null","null","null","null","[]","684c0320ce1a5c4bb28d63a9","2025-06-13T10:53:20.658000","2025-06-13T10:53:20.658000","67db369d572adaa9519c9645","admsfempresas@gmail.com","false"
